,GPCP_g,GPCP_g_l,gdp_g,gdp_g_l,y_0,polity2l,ethfrac,relfrac,Oil,lpopl1,lmtnest,ccode,year,any_prio,war_prio
299,0.36971775,-0.24158297,-0.048825707,-0.046552736,2.228,-9.0,0.85929346,0.5592,0.0,9.113389,0.33647224,437.0,1984-01-01,0.0,0.0
300,-0.0046061403,0.36971775,0.0038985852,-0.048825707,2.228,-9.0,0.85929346,0.5592,0.0,9.148358,0.33647224,437.0,1985-01-01,0.0,0.0
301,-0.06418446,-0.0046061403,0.008414247,0.0038985852,2.228,-9.0,0.85929346,0.5592,0.0,9.185535,0.33647224,437.0,1986-01-01,0.0,0.0
302,0.09673984,-0.06418446,-0.024390236,0.008414247,2.228,-9.0,0.85929346,0.5592,0.0,9.224342,0.33647224,437.0,1987-01-01,0.0,0.0
303,-0.10214645,0.09673984,-0.06644734,-0.024390236,2.228,-9.0,0.85929346,0.5592,0.0,9.2640705,0.33647224,437.0,1988-01-01,0.0,0.0
304,0.11669823,-0.10214645,-0.058491938,-0.06644734,2.228,-9.0,0.85929346,0.5592,0.0,9.304286,0.33647224,437.0,1989-01-01,0.0,0.0
305,-0.15187378,0.11669823,-0.0920658,-0.058491938,2.228,-9.0,0.85929346,0.5592,0.0,9.344696,0.33647224,437.0,1990-01-01,0.0,0.0
306,0.09762766,-0.15187378,-0.04534218,-0.0920658,2.228,-7.0,0.85929346,0.5592,0.0,9.384461,0.33647224,437.0,1991-01-01,0.0,0.0
307,-0.11669874,0.09762766,-0.04663214,-0.04534218,2.228,-7.0,0.85929346,0.5592,0.0,9.422221,0.33647224,437.0,1992-01-01,0.0,0.0
308,0.03706369,-0.11669874,-0.03373677,-0.04663214,2.228,-7.0,0.85929346,0.5592,0.0,9.463897,0.33647224,437.0,1993-01-01,0.0,0.0
309,0.040220205,0.03706369,-0.012325592,-0.03373677,2.228,-7.0,0.85929346,0.5592,0.0,9.452906,0.33647224,437.0,1994-01-01,0.0,0.0
310,0.03294967,0.040220205,0.037975624,-0.012325592,2.228,-6.0,0.85929346,0.5592,0.0,9.482825,0.33647224,437.0,1995-01-01,0.0,0.0
311,-0.10122623,0.03294967,0.03750298,0.037975624,2.228,-6.0,0.85929346,0.5592,0.0,9.512517,0.33647224,437.0,1996-01-01,0.0,0.0
312,-0.05397335,-0.10122623,0.035921488,0.03750298,2.228,-6.0,0.85929346,0.5592,0.0,9.538836,0.33647224,437.0,1997-01-01,0.0,0.0
313,0.007980389,-0.05397335,0.016277136,0.035921488,2.228,-6.0,0.85929346,0.5592,0.0,9.561783,0.33647224,437.0,1998-01-01,0.0,0.0
314,0.08135435,0.007980389,0.00085970346,0.016277136,2.228,-6.0,0.85929346,0.5592,0.0,9.581358,0.33647224,437.0,1999-01-01,0.0,0.0
315,0.29520345,-0.31851825,-0.045005497,-0.021482257,0.931,-6.0,0.8332538,0.7046,0.0,9.719084,3.3068867,501.0,1981-01-01,0.0,0.0
316,0.32208565,0.29520345,-0.011494242,-0.045005497,0.931,-6.0,0.8332538,0.7046,0.0,9.758693,3.3068867,501.0,1982-01-01,1.0,0.0
317,-0.37936902,0.32208565,-0.027906964,-0.011494242,0.931,-7.0,0.8332538,0.7046,0.0,9.798738,3.3068867,501.0,1983-01-01,0.0,0.0
318,0.00897001,-0.37936902,-0.0035885416,-0.027906964,0.931,-7.0,0.8332538,0.7046,0.0,9.838629,3.3068867,501.0,1984-01-01,0.0,0.0
319,0.16356128,0.00897001,-0.046818696,-0.0035885416,0.931,-7.0,0.8332538,0.7046,0.0,9.877657,3.3068867,501.0,1985-01-01,0.0,0.0
320,-0.09955348,0.16356128,0.07934504,-0.046818696,0.931,-7.0,0.8332538,0.7046,0.0,9.915465,3.3068867,501.0,1986-01-01,0.0,0.0
321,-0.15454184,-0.09955348,0.028004656,0.07934504,0.931,-7.0,0.8332538,0.7046,0.0,9.952278,3.3068867,501.0,1987-01-01,0.0,0.0
322,0.22639886,-0.15454184,0.023836581,0.028004656,0.931,-7.0,0.8332538,0.7046,0.0,9.988242,3.3068867,501.0,1988-01-01,0.0,0.0
323,0.028486421,0.22639886,0.01330373,0.023836581,0.931,-7.0,0.8332538,0.7046,0.0,10.02349,3.3068867,501.0,1989-01-01,0.0,0.0
324,-0.04180358,0.028486421,-0.0032822336,0.01330373,0.931,-7.0,0.8332538,0.7046,0.0,10.058181,3.3068867,501.0,1990-01-01,0.0,0.0
325,-0.22944231,-0.04180358,-0.0098792575,-0.0032822336,0.931,-7.0,0.8332538,0.7046,0.0,10.092454,3.3068867,501.0,1991-01-01,0.0,0.0
326,0.06673036,-0.22944231,0.01330373,-0.0098792575,0.931,-5.0,0.8332538,0.7046,0.0,10.126871,3.3068867,501.0,1992-01-01,0.0,0.0
327,-0.11274029,0.06673036,-0.02293892,0.01330373,0.931,-5.0,0.8332538,0.7046,0.0,10.153039,3.3068867,501.0,1993-01-01,0.0,0.0
328,0.23775357,-0.11274029,0.0011348244,-0.02293892,0.931,-5.0,0.8332538,0.7046,0.0,10.157495,3.3068867,501.0,1994-01-01,0.0,0.0
329,-0.087669656,0.23775357,0.020287449,0.0011348244,0.931,-5.0,0.8332538,0.7046,0.0,10.185156,3.3068867,501.0,1995-01-01,0.0,0.0
330,-0.13519923,-0.087669656,0.018231245,0.020287449,0.931,-5.0,0.8332538,0.7046,0.0,10.21156,3.3068867,501.0,1996-01-01,0.0,0.0
331,0.8901613,-0.13519923,-0.002014945,0.018231245,0.931,-5.0,0.8332538,0.7046,0.0,10.23703,3.3068867,501.0,1997-01-01,0.0,0.0
332,-0.26930737,0.8901613,-0.006018526,-0.002014945,0.931,-2.0,0.8332538,0.7046,0.0,10.261567,3.3068867,501.0,1998-01-01,0.0,0.0
333,-0.2720646,-0.26930737,-0.007978286,-0.006018526,0.931,-2.0,0.8332538,0.7046,0.0,10.285169,3.3068867,501.0,1999-01-01,0.0,0.0
334,0.32205835,-0.13730651,0.026156904,0.012219984,0.982,-7.0,0.2224825,0.32,0.0,7.1996784,4.4212475,570.0,1981-01-01,0.0,0.0
335,-0.26959646,0.32205835,0.008823591,0.026156904,0.982,-7.0,0.2224825,0.32,0.0,7.226936,4.4212475,570.0,1982-01-01,0.0,0.0
336,0.12200606,-0.26959646,-0.015549107,0.008823591,0.982,-7.0,0.2224825,0.32,0.0,7.2555914,4.4212475,570.0,1983-01-01,0.0,0.0
337,-0.06599726,0.12200606,0.007897351,-0.015549107,0.982,-7.0,0.2224825,0.32,0.0,7.284821,4.4212475,570.0,1984-01-01,0.0,0.0
338,0.12238378,-0.06599726,-0.04505387,0.007897351,0.982,-7.0,0.2224825,0.32,0.0,7.3138866,4.4212475,570.0,1985-01-01,0.0,0.0
339,0.079743624,0.12238378,-0.04820518,-0.04505387,0.982,-7.0,0.2224825,0.32,0.0,7.342779,4.4212475,570.0,1986-01-01,0.0,0.0
340,0.15181956,0.079743624,0.022629341,-0.04820518,0.982,-7.0,0.2224825,0.32,0.0,7.37086,4.4212475,570.0,1987-01-01,0.0,0.0
341,0.10989758,0.15181956,0.1159115,0.022629341,0.982,-7.0,0.2224825,0.32,0.0,7.398786,4.4212475,570.0,1988-01-01,0.0,0.0
342,-0.13707164,0.10989758,-0.028328585,0.1159115,0.982,-7.0,0.2224825,0.32,0.0,7.425954,4.4212475,570.0,1989-01-01,0.0,0.0
343,-0.23924625,-0.13707164,-0.055393625,-0.028328585,0.982,-7.0,0.2224825,0.32,0.0,7.4524026,4.4212475,570.0,1990-01-01,0.0,0.0
344,0.22270168,-0.23924625,0.016460877,-0.055393625,0.982,-7.0,0.2224825,0.32,0.0,7.4776044,4.4212475,570.0,1991-01-01,0.0,0.0
345,-0.29936892,0.22270168,-0.036437202,0.016460877,0.982,-7.0,0.2224825,0.32,0.0,7.502738,4.4212475,570.0,1992-01-01,0.0,0.0
346,0.44437036,-0.29936892,0.014782014,-0.036437202,0.982,-7.0,0.2224825,0.32,0.0,7.526179,4.4212475,570.0,1993-01-01,0.0,0.0
347,-0.16646695,0.44437036,0.011934627,0.014782014,0.982,8.0,0.2224825,0.32,0.0,7.519871,4.4212475,570.0,1994-01-01,0.0,0.0
348,0.23491938,-0.16646695,0.022635322,0.011934627,0.982,8.0,0.2224825,0.32,0.0,7.5417786,4.4212475,570.0,1995-01-01,0.0,0.0
349,0.20044604,0.23491938,0.07607472,0.022635322,0.982,8.0,0.2224825,0.32,0.0,7.5632005,4.4212475,570.0,1996-01-01,0.0,0.0
350,-0.1394046,0.20044604,0.05687934,0.07607472,0.982,8.0,0.2224825,0.32,0.0,7.5852203,4.4212475,570.0,1997-01-01,0.0,0.0
351,0.005001028,-0.1394046,-0.070821434,0.05687934,0.982,8.0,0.2224825,0.32,0.0,7.6078334,4.4212475,570.0,1998-01-01,1.0,0.0
352,-0.14582025,0.005001028,0.0024536117,-0.070821434,0.982,0.0,0.2224825,0.32,0.0,7.6310434,4.4212475,570.0,1999-01-01,0.0,0.0
353,0.050644252,-0.102514185,0.03775623,-0.08669951,1.015,-7.0,0.82991225,0.64,0.0,7.538495,0.47000363,450.0,1981-01-01,0.0,0.0
354,-0.045784205,0.050644252,-0.02702705,0.03775623,1.015,-7.0,0.82991225,0.64,0.0,7.5699277,0.47000363,450.0,1982-01-01,0.0,0.0
355,-0.23287398,-0.045784205,-0.016025625,-0.02702705,1.015,-7.0,0.82991225,0.64,0.0,7.6014023,0.47000363,450.0,1983-01-01,0.0,0.0
356,0.23614292,-0.23287398,-0.056460354,-0.016025625,1.015,-7.0,0.82991225,0.64,0.0,7.6333694,0.47000363,450.0,1984-01-01,0.0,0.0
357,-0.06540326,0.23614292,-0.018412005,-0.056460354,1.015,-6.0,0.82991225,0.64,0.0,7.664816,0.47000363,450.0,1985-01-01,0.0,0.0
358,0.075657055,-0.06540326,-0.07620164,-0.018412005,1.015,-6.0,0.82991225,0.64,0.0,7.695758,0.47000363,450.0,1986-01-01,0.0,0.0
359,0.042235214,0.075657055,0.096446745,-0.07620164,1.015,-6.0,0.82991225,0.64,0.0,7.7266536,0.47000363,450.0,1987-01-01,0.0,0.0
360,-0.001238811,0.042235214,0.008101816,0.096446745,1.015,-6.0,0.82991225,0.64,0.0,7.7319307,0.47000363,450.0,1988-01-01,0.0,0.0
361,0.08637913,-0.001238811,-0.030998863,0.008101816,1.015,-6.0,0.82991225,0.64,0.0,7.7579064,0.47000363,450.0,1989-01-01,1.0,0.0
362,-0.23038451,0.08637913,-0.049763028,-0.030998863,1.015,-6.0,0.82991225,0.64,0.0,7.783224,0.47000363,450.0,1990-01-01,1.0,1.0
363,-0.007798068,-0.23038451,-0.072319165,-0.049763028,1.015,0.0,0.82991225,0.64,0.0,7.8079166,0.47000363,450.0,1991-01-01,1.0,0.0
364,0.056894213,0.035231527,-0.13922766,-0.011055253,0.995,-6.0,0.062190413,0.5566,0.0,9.072686,3.5204608,580.0,1981-01-01,0.0,0.0
365,0.11514962,0.056894213,-0.030696603,-0.13922766,0.995,-6.0,0.062190413,0.5566,0.0,9.099521,3.5204608,580.0,1982-01-01,0.0,0.0
366,-0.13987966,0.11514962,-0.03166865,-0.030696603,0.995,-6.0,0.062190413,0.5566,0.0,9.125762,3.5204608,580.0,1983-01-01,0.0,0.0
367,0.08915483,-0.13987966,-0.036478043,-0.03166865,0.995,-6.0,0.062190413,0.5566,0.0,9.152182,3.5204608,580.0,1984-01-01,0.0,0.0
368,-0.16764963,0.08915483,0.0039164764,-0.036478043,0.995,-6.0,0.062190413,0.5566,0.0,9.179675,3.5204608,580.0,1985-01-01,0.0,0.0
369,0.13537495,-0.16764963,-0.050715182,0.0039164764,0.995,-6.0,0.062190413,0.5566,0.0,9.208839,3.5204608,580.0,1986-01-01,0.0,0.0
370,-0.14891253,0.13537495,-0.026027389,-0.050715182,0.995,-6.0,0.062190413,0.5566,0.0,9.239122,3.5204608,580.0,1987-01-01,0.0,0.0
371,0.0655529,-0.14891253,-0.036568243,-0.026027389,0.995,-6.0,0.062190413,0.5566,0.0,9.270212,3.5204608,580.0,1988-01-01,0.0,0.0
372,0.19090757,0.0655529,-0.007299263,-0.036568243,0.995,-6.0,0.062190413,0.5566,0.0,9.301734,3.5204608,580.0,1989-01-01,0.0,0.0
373,-0.282499,0.19090757,-0.007352934,-0.007299263,0.995,-6.0,0.062190413,0.5566,0.0,9.333531,3.5204608,580.0,1990-01-01,0.0,0.0
374,0.14244299,-0.282499,-0.054814816,-0.007352934,0.995,-6.0,0.062190413,0.5566,0.0,9.365034,3.5204608,580.0,1991-01-01,0.0,0.0
375,-0.06775913,0.14244299,-0.047021993,-0.054814816,0.995,2.0,0.062190413,0.5566,0.0,9.395325,3.5204608,580.0,1992-01-01,0.0,0.0
376,0.08351318,-0.06775913,-0.0072616693,-0.047021993,0.995,9.0,0.062190413,0.5566,0.0,9.422706,3.5204608,580.0,1993-01-01,0.0,0.0
377,0.063847855,0.08351318,-0.030022584,-0.0072616693,0.995,9.0,0.062190413,0.5566,0.0,9.437141,3.5204608,580.0,1994-01-01,0.0,0.0
378,0.024276165,0.063847855,-0.013015172,-0.030022584,0.995,9.0,0.062190413,0.5566,0.0,9.46616,3.5204608,580.0,1995-01-01,0.0,0.0
379,-0.06170333,0.024276165,-0.008964724,-0.013015172,0.995,9.0,0.062190413,0.5566,0.0,9.49552,3.5204608,580.0,1996-01-01,0.0,0.0
380,-0.022662938,-0.06170333,0.0050234334,-0.008964724,0.995,9.0,0.062190413,0.5566,0.0,9.526431,3.5204608,580.0,1997-01-01,0.0,0.0
381,0.023661802,-0.022662938,0.007552302,0.0050234334,0.995,8.0,0.062190413,0.5566,0.0,9.557343,3.5204608,580.0,1998-01-01,0.0,0.0
382,-0.1693747,0.023661802,0.015320449,0.007552302,0.995,7.0,0.062190413,0.5566,0.0,9.588255,3.5204608,580.0,1999-01-01,0.0,0.0
383,-0.2824872,0.0065924404,-0.075812265,0.0018084028,0.553,-9.0,0.62026966,0.615,0.0,8.722254,2.2823825,553.0,1981-01-01,0.0,0.0
384,0.3306995,-0.2824872,-0.033203162,-0.075812265,0.553,-9.0,0.62026966,0.615,0.0,8.75274,2.2823825,553.0,1982-01-01,0.0,0.0
385,-0.20658238,0.3306995,-0.016161649,-0.033203162,0.553,-9.0,0.62026966,0.615,0.0,8.783703,2.2823825,553.0,1983-01-01,0.0,0.0
386,0.20691967,-0.20658238,0.043121208,-0.016161649,0.553,-9.0,0.62026966,0.615,0.0,8.81537,2.2823825,553.0,1984-01-01,0.0,0.0
387,0.071882755,0.20691967,0.01968502,0.043121208,0.553,-9.0,0.62026966,0.615,0.0,8.847504,2.2823825,553.0,1985-01-01,0.0,0.0
388,-0.079155825,0.071882755,-0.030888094,0.01968502,0.553,-9.0,0.62026966,0.615,0.0,8.880168,2.2823825,553.0,1986-01-01,0.0,0.0
389,-0.29519862,-0.079155825,-0.017928235,-0.030888094,0.553,-9.0,0.62026966,0.615,0.0,8.913281,2.2823825,553.0,1987-01-01,0.0,0.0
390,0.28594166,-0.29519862,0.0,-0.017928235,0.553,-9.0,0.62026966,0.615,0.0,8.946635,2.2823825,553.0,1988-01-01,0.0,0.0
391,0.29138225,0.28594166,0.064908676,0.0,0.553,-9.0,0.62026966,0.615,0.0,8.980298,2.2823825,553.0,1989-01-01,0.0,0.0
392,-0.38797152,0.29138225,-0.011428539,0.064908676,0.553,-9.0,0.62026966,0.615,0.0,9.014325,2.2823825,553.0,1990-01-01,0.0,0.0
393,0.24760713,-0.38797152,0.0539499,-0.011428539,0.553,-9.0,0.62026966,0.615,0.0,9.048645,2.2823825,553.0,1991-01-01,0.0,0.0
394,-0.35326216,0.24760713,-0.09323583,0.0539499,0.553,-9.0,0.62026966,0.615,0.0,9.082052,2.2823825,553.0,1992-01-01,0.0,0.0
395,0.40248844,-0.35326216,0.067250624,-0.09323583,0.553,-9.0,0.62026966,0.615,0.0,9.111293,2.2823825,553.0,1993-01-01,0.0,0.0
396,-0.2093347,0.40248844,-0.12609075,0.067250624,0.553,-8.0,0.62026966,0.615,0.0,9.130902,2.2823825,553.0,1994-01-01,0.0,0.0
397,0.13767707,-0.2093347,0.13645928,-0.12609075,0.553,7.0,0.62026966,0.615,0.0,9.158321,2.2823825,553.0,1995-01-01,0.0,0.0
398,0.09638557,0.13767707,0.045503665,0.13645928,0.553,7.0,0.62026966,0.615,0.0,9.18574,2.2823825,553.0,1996-01-01,0.0,0.0
399,0.06256306,0.09638557,0.011442463,0.045503665,0.553,7.0,0.62026966,0.615,0.0,9.211939,2.2823825,553.0,1997-01-01,0.0,0.0
400,-0.27037805,0.06256306,-0.004429538,0.011442463,0.553,7.0,0.62026966,0.615,0.0,9.237576,2.2823825,553.0,1998-01-01,0.0,0.0
401,0.53369886,-0.27037805,0.01465121,-0.004429538,0.553,7.0,0.62026966,0.615,0.0,9.262319,2.2823825,553.0,1999-01-01,0.0,0.0
402,-0.05856149,0.026990484,-0.03759395,-0.034482747,0.551,-7.0,0.7783107,0.18180001,0.0,8.793308,0.33647224,432.0,1981-01-01,0.0,0.0
403,-0.17229155,-0.05856149,0.02343743,-0.03759395,0.551,-7.0,0.7783107,0.18180001,0.0,8.814776,0.33647224,432.0,1982-01-01,0.0,0.0
404,-0.083496526,-0.17229155,-0.040076274,0.02343743,0.551,-7.0,0.7783107,0.18180001,0.0,8.83681,0.33647224,432.0,1983-01-01,0.0,0.0
405,-0.00034777075,-0.083496526,0.0059641376,-0.040076274,0.551,-7.0,0.7783107,0.18180001,0.0,8.859506,0.33647224,432.0,1984-01-01,0.0,0.0
406,0.1977074,-0.00034777075,0.051383447,0.0059641376,0.551,-7.0,0.7783107,0.18180001,0.0,8.8832245,0.33647224,432.0,1985-01-01,0.0,0.0
407,0.050527457,0.1977074,0.0338346,0.051383447,0.551,-7.0,0.7783107,0.18180001,0.0,8.907747,0.33647224,432.0,1986-01-01,0.0,0.0
408,-0.15952517,0.050527457,-0.03636371,0.0338346,0.551,-7.0,0.7783107,0.18180001,0.0,8.933137,0.33647224,432.0,1987-01-01,0.0,0.0
409,0.34994924,-0.15952517,-0.026415093,-0.03636371,0.551,-7.0,0.7783107,0.18180001,0.0,8.9593115,0.33647224,432.0,1988-01-01,0.0,0.0
410,-0.08319269,0.34994924,0.077519424,-0.026415093,0.551,-7.0,0.7783107,0.18180001,0.0,8.986446,0.33647224,432.0,1989-01-01,0.0,0.0
411,-0.21237709,-0.08319269,-0.044963986,0.077519424,0.551,-7.0,0.7783107,0.18180001,0.0,9.014325,0.33647224,432.0,1990-01-01,1.0,0.0
412,0.22866869,-0.21237709,-0.06779663,-0.044963986,0.551,-7.0,0.7783107,0.18180001,0.0,9.043104,0.33647224,432.0,1991-01-01,0.0,0.0
413,0.016628984,0.22866869,0.054846387,-0.06779663,0.551,0.0,0.7783107,0.18180001,0.0,9.071882,0.33647224,432.0,1992-01-01,0.0,0.0
414,-0.084249854,0.016628984,-0.045951355,0.054846387,0.551,7.0,0.7783107,0.18180001,0.0,9.192177,0.33647224,432.0,1993-01-01,0.0,0.0
415,0.45978537,-0.084249854,-0.015520726,-0.045951355,0.551,7.0,0.7783107,0.18180001,0.0,9.126681,0.33647224,432.0,1994-01-01,1.0,0.0
416,-0.24741428,0.45978537,0.037682787,-0.015520726,0.551,7.0,0.7783107,0.18180001,0.0,9.153739,0.33647224,432.0,1995-01-01,0.0,0.0
417,-0.076522306,-0.24741428,0.008803183,0.037682787,0.551,7.0,0.7783107,0.18180001,0.0,9.180396,0.33647224,432.0,1996-01-01,0.0,0.0
418,-0.031416435,-0.076522306,0.043406732,0.008803183,0.551,7.0,0.7783107,0.18180001,0.0,9.209675,0.33647224,432.0,1997-01-01,0.0,0.0
419,0.23097242,-0.031416435,0.010248763,0.043406732,0.551,6.0,0.7783107,0.18180001,0.0,9.238953,0.33647224,432.0,1998-01-01,0.0,0.0
420,0.10116492,0.23097242,0.030628163,0.010248763,0.551,6.0,0.7783107,0.18180001,0.0,9.268231,0.33647224,432.0,1999-01-01,0.0,0.0
421,0.07934361,-0.07132702,0.0033898542,-0.04940924,0.931,-7.0,0.33541727,0.0,0.0,7.3466554,0.0,435.0,1981-01-01,0.0,0.0
422,-0.31561136,0.07934361,-0.003378402,0.0033898542,0.931,-7.0,0.33541727,0.0,0.0,7.3689704,0.0,435.0,1982-01-01,0.0,0.0
423,-0.08554252,-0.31561136,0.061016973,-0.003378402,0.931,-7.0,0.33541727,0.0,0.0,7.3901815,0.0,435.0,1983-01-01,0.0,0.0
424,0.117407896,-0.08554252,-0.09797658,0.061016973,0.931,-7.0,0.33541727,0.0,0.0,7.410952,0.0,435.0,1984-01-01,0.0,0.0
425,0.12214684,0.117407896,-0.027154665,-0.09797658,0.931,-7.0,0.33541727,0.0,0.0,7.4324837,0.0,435.0,1985-01-01,0.0,0.0
426,0.007459002,0.12214684,0.018203866,-0.027154665,0.931,-7.0,0.33541727,0.0,0.0,7.4552984,0.0,435.0,1986-01-01,0.0,0.0
427,-0.18843451,0.007459002,-0.03575682,0.018203866,0.931,-7.0,0.33541727,0.0,0.0,7.4792995,0.0,435.0,1987-01-01,0.0,0.0
428,0.35082895,-0.18843451,-0.025958007,-0.03575682,0.931,-7.0,0.33541727,0.0,0.0,7.5043917,0.0,435.0,1988-01-01,0.0,0.0
429,0.13816682,0.35082895,0.025380762,-0.025958007,0.931,-7.0,0.33541727,0.0,0.0,7.53048,0.0,435.0,1989-01-01,0.0,0.0
430,-0.45541632,0.13816682,-0.021039627,0.025380762,0.931,-7.0,0.33541727,0.0,0.0,7.5574727,0.0,435.0,1990-01-01,0.0,0.0
431,0.043565534,-0.45541632,0.013906419,-0.021039627,0.931,-7.0,0.33541727,0.0,0.0,7.585281,0.0,435.0,1991-01-01,0.0,0.0
432,-0.07810396,0.043565534,0.04364093,0.013906419,0.931,-6.0,0.33541727,0.0,0.0,7.613325,0.0,435.0,1992-01-01,0.0,0.0
433,0.42481363,-0.07810396,0.025841925,0.04364093,0.931,-6.0,0.33541727,0.0,0.0,7.6396422,0.0,435.0,1993-01-01,0.0,0.0
434,0.38386065,0.42481363,0.016870473,0.025841925,0.931,-6.0,0.33541727,0.0,0.0,7.6974344,0.0,435.0,1994-01-01,0.0,0.0
435,-0.06542489,0.38386065,0.01786719,0.016870473,0.931,-6.0,0.33541727,0.0,0.0,7.725312,0.0,435.0,1995-01-01,0.0,0.0
436,-0.28914794,-0.06542489,0.026182061,0.01786719,0.931,-6.0,0.33541727,0.0,0.0,7.7531943,0.0,435.0,1996-01-01,0.0,0.0
437,-0.008038012,-0.28914794,0.0039988705,0.026182061,0.931,-6.0,0.33541727,0.0,0.0,7.780867,0.0,435.0,1997-01-01,0.0,0.0
438,0.08996789,-0.008038012,0.008603696,0.0039988705,0.931,-6.0,0.33541727,0.0,0.0,7.808327,0.0,435.0,1998-01-01,0.0,0.0
439,0.3260817,0.08996789,0.012998328,0.008603696,0.931,-6.0,0.33541727,0.0,0.0,7.835583,0.0,435.0,1999-01-01,0.0,0.0
440,-0.025886074,0.107996285,0.017334813,-0.14378476,1.078,-8.0,0.65493006,0.62,0.0,9.401209,1.2237755,541.0,1981-01-01,1.0,1.0
441,-0.013338826,-0.025886074,-0.036208775,0.017334813,1.078,-8.0,0.65493006,0.62,0.0,9.4275465,1.2237755,541.0,1982-01-01,1.0,1.0
442,-0.12334538,-0.013338826,-0.043093897,-0.036208775,1.078,-8.0,0.65493006,0.62,0.0,9.453757,1.2237755,541.0,1983-01-01,1.0,1.0
443,0.23614576,-0.12334538,-0.019630508,-0.043093897,1.078,-8.0,0.65493006,0.62,0.0,9.479833,1.2237755,541.0,1984-01-01,1.0,1.0
444,0.06910617,0.23614576,-0.11778559,-0.019630508,1.078,-8.0,0.65493006,0.62,0.0,9.505842,1.2237755,541.0,1985-01-01,1.0,1.0
445,-0.07475964,0.06910617,0.02803734,-0.11778559,1.078,-8.0,0.65493006,0.62,0.0,9.531772,1.2237755,541.0,1986-01-01,1.0,1.0
446,-0.30437788,-0.07475964,-0.033766188,0.02803734,1.078,-7.0,0.65493006,0.62,0.0,9.557682,1.2237755,541.0,1987-01-01,1.0,1.0
